Date,Se-Jong,Cheon-An,Gong-Ju
2071-2-25,318197.0,920923,122470
2071-3-25,318264.0,921224,122502
2071-4-25,318331.0,921525,122534
2071-5-25,318398.0,921826,122566
2071-6-25,318465.0,922127,122598
2071-7-25,318532.0,922428,122630
2071-8-25,318599.0,922729,122662
2071-9-25,318666.0,923030,122694
2071-10-25,318733.0,923331,122726
2071-11-25,318800.0,923632,122758
2071-12-25,318867.0,923932,122790
2072-1-25,318934.0,924232,122822
2072-2-25,319001.0,924532,122854
2072-3-25,319069.0,924832,122886
2072-4-25,319137.0,925132,122918
2072-5-25,319205.0,925432,122950
2072-6-25,319273.0,925732,122982
2072-7-25,319341.0,926032,123014
2072-8-25,319409.0,926332,123046
2072-9-25,319477.0,926632,123078
2072-10-25,319545.0,926932,123110
2072-11-25,319613.0,927232,123142
2072-12-25,319681.0,927531,123174
2073-1-25,319749.0,927830,123206
2073-2-25,319817.0,928129,123238
2073-3-25,319885.0,928428,123271
2073-4-25,319953.0,928727,123304
2073-5-25,320021.0,929026,123337
2073-6-25,320090.0,929325,123370
2073-7-25,320159.0,929624,123403
2073-8-25,320228.0,929923,123436
2073-9-25,320297.0,930222,123469
2073-10-25,320366.0,930521,123502
2073-11-25,320435.0,930820,123535
2073-12-25,320504.0,931119,123568
2074-1-25,320573.0,931417,123601
2074-2-25,320642.0,931715,123634
2074-3-25,320711.0,932013,123667
2074-4-25,320780.0,932311,123700
2074-5-25,320849.0,932609,123733
2074-6-25,320918.0,932907,123766
2074-7-25,320987.0,933205,123799
2074-8-25,321056.0,933503,123832
2074-9-25,321125.0,933801,123865
2074-10-25,321195.0,934099,123898
2074-11-25,321265.0,934397,123931
2074-12-25,321335.0,934695,123964
2075-1-25,321405.0,934993,123997
2075-2-25,321475.0,935291,124030
2075-3-25,321545.0,935588,124063
2075-4-25,321615.0,935885,124096
2075-5-25,321685.0,936182,124129
2075-6-25,321755.0,936479,124162
2075-7-25,321825.0,936776,124195
2075-8-25,321895.0,937073,124228
2075-9-25,321965.0,937370,124261
2075-10-25,322035.0,937667,124294
2075-11-25,322105.0,937964,124327
2075-12-25,322175.0,938261,124360
2076-1-25,322245.0,938558,124393
2076-2-25,322315.0,938855,124426
2076-3-25,322385.0,939152,124459
2076-4-25,322456.0,939449,124492
2076-5-25,322527.0,939746,124525
2076-6-25,322598.0,940042,124558
2076-7-25,322669.0,940338,124591
2076-8-25,322740.0,940634,124624
2076-9-25,322811.0,940930,124657
2076-10-25,322882.0,941226,124690
2076-11-25,322953.0,941522,124723
2076-12-25,323024.0,941818,124756
2077-1-25,323095.0,942114,124789
2077-2-25,323166.0,942410,124822
2077-3-25,323237.0,942706,124855
2077-4-25,323308.0,943002,124888
2077-5-25,323379.0,943298,124921
2077-6-25,323450.0,943594,124954
2077-7-25,323521.0,943890,124987
2077-8-25,323592.0,944186,125020
2077-9-25,323663.0,944482,125053
2077-10-25,323734.0,944778,125086
2077-11-25,323805.0,945073,125119
2077-12-25,323877.0,945368,125152
2078-1-25,323949.0,945663,125185
2078-2-25,324021.0,945958,125218
2078-3-25,324093.0,946253,125251
2078-4-25,324165.0,946548,125284
2078-5-25,324237.0,946843,125317
2078-6-25,324309.0,947138,125350
2078-7-25,324381.0,947433,125383
2078-8-25,324453.0,947728,125416
2078-9-25,324525.0,948023,125449
2078-10-25,324597.0,948318,125482
2078-11-25,324669.0,948613,125515
2078-12-25,324741.0,948908,125548
2079-1-25,324813.0,949203,125581
2079-2-25,324885.0,949498,125614
2079-3-25,324957.0,949793,125647
2079-4-25,325029.0,950088,125680
2079-5-25,325101.0,950382,125713
2079-6-25,325173.0,950676,125746
2079-7-25,325245.0,950970,125779
2079-8-25,325317.0,951264,125812
2079-9-25,325389.0,951558,125845
2079-10-25,325461.0,951852,125878
2079-11-25,325533.0,952146,125911
2079-12-25,325605.0,952440,125944
2080-1-25,325678.0,952734,125977
2080-2-25,325751.0,953028,126010
2080-3-25,325824.0,953322,126043
2080-4-25,325897.0,953616,126076
2080-5-25,325970.0,953910,126109
2080-6-25,326043.0,954204,126142
2080-7-25,326116.0,954498,126176
2080-8-25,326189.0,954792,126210
2080-9-25,326262.0,955086,126244
2080-10-25,326335.0,955380,126278
2080-11-25,326408.0,955674,126312
2080-12-25,326481.0,955968,126346
2081-1-25,326554.0,956261,126380
2081-2-25,326627.0,956554,126414
2081-3-25,326700.0,956847,126448
2081-4-25,326773.0,957140,126482
2081-5-25,326846.0,957433,126516
2081-6-25,326919.0,957726,126550
2081-7-25,326992.0,958019,126584
2081-8-25,327065.0,958312,126618
2081-9-25,327138.0,958605,126652
2081-10-25,327211.0,958898,126686
2081-11-25,327284.0,959191,126720
2081-12-25,327357.0,959484,126754
2082-1-25,327430.0,959777,126788
2082-2-25,327504.0,960070,126822
2082-3-25,327578.0,960363,126856
2082-4-25,327652.0,960656,126890
2082-5-25,327726.0,960949,126924
2082-6-25,327800.0,961242,126958
2082-7-25,327874.0,961535,126992
2082-8-25,327948.0,961828,127026
2082-9-25,328022.0,962121,127060
2082-10-25,328096.0,962414,127094
2082-11-25,328170.0,962707,127128
2082-12-25,328244.0,963000,127162
2083-1-25,328318.0,963293,127196
2083-2-25,328392.0,963585,127230
2083-3-25,328466.0,963877,127264
2083-4-25,328540.0,964169,127298
2083-5-25,328614.0,964461,127332
2083-6-25,328688.0,964753,127366
2083-7-25,328762.0,965045,127400
2083-8-25,328836.0,965337,127434
2083-9-25,328910.0,965629,127468
2083-10-25,328984.0,965921,127502
2083-11-25,329058.0,966213,127536
2083-12-25,329132.0,966505,127570
2084-1-25,329206.0,966797,127604
2084-2-25,329280.0,967089,127638
2084-3-25,329354.0,967381,127672
2084-4-25,329428.0,967673,127706
2084-5-25,329502.0,967965,127740
2084-6-25,329576.0,968257,127774
2084-7-25,329650.0,968549,127808
2084-8-25,329725.0,968841,127842
2084-9-25,329800.0,969133,127876
2084-10-25,329875.0,969425,127910
2084-11-25,329950.0,969717,127944
2084-12-25,330025.0,970009,127978
2085-1-25,330100.0,970301,128012
2085-2-25,330175.0,970593,128046
2085-3-25,330250.0,970885,128080
2085-4-25,330325.0,971177,128114
2085-5-25,330400.0,971469,128148
2085-6-25,330475.0,971761,128182
2085-7-25,330550.0,972052,128216
2085-8-25,330625.0,972343,128250
2085-9-25,330700.0,972634,128284
2085-10-25,330775.0,972925,128318
2085-11-25,330850.0,973216,128352
2085-12-25,330925.0,973507,128386
2086-1-25,331000.0,973798,128420
2086-2-25,331075.0,974089,128454
2086-3-25,331150.0,974380,128488
2086-4-25,331225.0,974671,128522
2086-5-25,331300.0,974962,128556
2086-6-25,331375.0,975253,128590
2086-7-25,331450.0,975544,128624
2086-8-25,331525.0,975835,128658
2086-9-25,331600.0,976126,128692
2086-10-25,331675.0,976417,128726
2086-11-25,331750.0,976708,128760
2086-12-25,331825.0,976999,128794
2087-1-25,331900.0,977290,128828
2087-2-25,331975.0,977581,128862
2087-3-25,332050.0,977872,128896
2087-4-25,332125.0,978163,128930
2087-5-25,332200.0,978454,128964
2087-6-25,332275.0,978745,128998
2087-7-25,332350.0,979036,129032
2087-8-25,332425.0,979327,129066
2087-9-25,332500.0,979618,129100
2087-10-25,332576.0,979909,129134
2087-11-25,332652.0,980200,129168
2087-12-25,332728.0,980491,129202
2088-1-25,332804.0,980782,129236
2088-2-25,332880.0,981073,129270
2088-3-25,332956.0,981364,129304
2088-4-25,333032.0,981654,129338
2088-5-25,333108.0,981944,129372
2088-6-25,333184.0,982234,129406
2088-7-25,333260.0,982524,129440
2088-8-25,333336.0,982814,129474
2088-9-25,333412.0,983104,129508
2088-10-25,333488.0,983394,129542
2088-11-25,333564.0,983684,129576
2088-12-25,333640.0,983974,129610
2089-1-25,333716.0,984264,129644
2089-2-25,333792.0,984554,129678
2089-3-25,333868.0,984844,129712
2089-4-25,333944.0,985134,129746
2089-5-25,334020.0,985424,129780
2089-6-25,334096.0,985714,129814
2089-7-25,334172.0,986004,129848
2089-8-25,334248.0,986294,129882
2089-9-25,334324.0,986584,129916
2089-10-25,334400.0,986874,129950
2089-11-25,334476.0,987164,129984
2089-12-25,334552.0,987454,130018
2090-1-25,334628.0,987744,130052
2090-2-25,334704.0,988034,130086
2090-3-25,334780.0,988324,130120
2090-4-25,334856.0,988614,130154
2090-5-25,334932.0,988904,130188
2090-6-25,335008.0,989194,130222
2090-7-25,335084.0,989484,130256
2090-8-25,335160.0,989774,130290
2090-9-25,335236.0,990064,130324
2090-10-25,335312.0,990354,130358
2090-11-25,335388.0,990644,130392
2090-12-25,335464.0,990934,130426
2091-1-25,335540.0,991224,130460
2091-2-25,335616.0,991514,130494
2091-3-25,335692.0,991804,130528
2091-4-25,335768.0,992094,130562
2091-5-25,335844.0,992384,130596
2091-6-25,335920.0,992674,130630
2091-7-25,335996.0,992964,130664
2091-8-25,336072.0,993253,130698
2091-9-25,336148.0,993542,130732
2091-10-25,336224.0,993831,130766
2091-11-25,336300.0,994120,130800
2091-12-25,336376.0,994409,130834
2092-1-25,336452.0,994698,130868
2092-2-25,336528.0,994987,130902
2092-3-25,336604.0,995276,130936
2092-4-25,336681.0,995565,130970
2092-5-25,336758.0,995854,131004
2092-6-25,336835.0,996143,131038
2092-7-25,336912.0,996432,131072
2092-8-25,336989.0,996721,131106
2092-9-25,337066.0,997010,131140
2092-10-25,337143.0,997299,131174
2092-11-25,337220.0,997588,131208
2092-12-25,337297.0,997877,131242
2093-1-25,337374.0,998166,131276
2093-2-25,337451.0,998455,131310
2093-3-25,337528.0,998744,131344
2093-4-25,337605.0,999033,131378
2093-5-25,337682.0,999322,131412
2093-6-25,337759.0,999611,131446
2093-7-25,337836.0,999900,131480
2093-8-25,337913.0,1000189,131514
2093-9-25,337990.0,1000478,131548
2093-10-25,338067.0,1000767,131582
2093-11-25,338144.0,1001056,131616
2093-12-25,338221.0,1001345,131650
2094-1-25,338298.0,1001634,131684
2094-2-25,338375.0,1001923,131718
2094-3-25,338452.0,1002212,131752
2094-4-25,338529.0,1002501,131786
2094-5-25,338606.0,1002790,131820
2094-6-25,338683.0,1003079,131854
2094-7-25,338760.0,1003368,131888
2094-8-25,338837.0,1003657,131922
2094-9-25,338914.0,1003946,131956
2094-10-25,338991.0,1004235,131990
2094-11-25,339068.0,1004524,132024
2094-12-25,339145.0,1004813,132058
2095-1-25,339222.0,1005102,132092
2095-2-25,339299.0,1005391,132126
2095-3-25,339376.0,1005680,132160
2095-4-25,339453.0,1005969,132195
2095-5-25,339530.0,1006258,132230
2095-6-25,339607.0,1006547,132264
2095-7-25,339684.0,1006836,132299
2095-8-25,339761.0,1007125,132334
2095-9-25,339838.0,1007414,132368
2095-10-25,339915.0,1007703,132403
2095-11-25,339992.0,1007991,132438
2095-12-25,340069.0,1008279,132472
2096-1-25,340146.0,1008567,132507
2096-2-25,340223.0,1008855,132541
2096-3-25,340300.0,1009143,132576
2096-4-25,340377.0,1009431,132611
2096-5-25,340454.0,1009719,132645
2096-6-25,340531.0,1010007,132680
2096-7-25,340608.0,1010295,132715
2096-8-25,340685.0,1010583,132749
2096-9-25,340762.0,1010871,132784
2096-10-25,340839.0,1011159,132818
2096-11-25,340916.0,1011447,132853
2096-12-25,340993.0,1011735,132888
2097-1-25,341070.0,1012023,132922
2097-2-25,341147.0,1012311,132957
2097-3-25,341224.0,1012599,132991
2097-4-25,341301.0,1012887,133026
2097-5-25,341378.0,1013175,133061
2097-6-25,341455.0,1013463,133095
2097-7-25,341532.0,1013751,133130
2097-8-25,341609.0,1014039,133164
2097-9-25,341686.0,1014327,133199
2097-10-25,341763.0,1014615,133234
2097-11-25,341840.0,1014903,133268
2097-12-25,341917.0,1015191,133303
2098-1-25,341994.0,1015479,133337
2098-2-25,342071.0,1015767,133372
2098-3-25,342148.0,1016055,133406
2098-4-25,342225.0,1016343,133441
2098-5-25,342302.0,1016631,133476
2098-6-25,342379.0,1016919,133510
2098-7-25,342456.0,1017207,133545
2098-8-25,342534.0,1017495,133580
2098-9-25,342612.0,1017783,133614
2098-10-25,342690.0,1018071,133649
2098-11-25,342768.0,1018359,133684
2098-12-25,342846.0,1018647,133719
2099-1-25,342924.0,1018935,133753
2099-2-25,343002.0,1019223,133788
2099-3-25,343080.0,1019511,133823
2099-4-25,343158.0,1019799,133858
2099-5-25,343236.0,1020087,133893
2099-6-25,343314.0,1020375,133928
2099-7-25,343392.0,1020663,133962
2099-8-25,343470.0,1020951,133997
2099-9-25,343548.0,1021239,134032
2099-10-25,343626.0,1021527,134067
2099-11-25,343704.0,1021815,134102
2099-12-25,343782.0,1022103,134136
2100-1-25,343860.0,1022391,134171
2100-2-25,343938.0,1022679,134206
2100-3-25,344016.0,1022967,134241
2100-4-25,344094.0,1023255,134276
2100-5-25,344172.0,1023543,134310
2100-6-25,344250.0,1023831,134345
2100-7-25,344328.0,1024119,134380
2100-8-25,344406.0,1024407,134415
2100-9-25,344484.0,1024695,134450
2100-10-25,344562.0,1024983,134484
2100-11-25,344640.0,1025271,134519
2100-12-25,344718.0,1025559,134554
2101-1-25,344796.0,1025847,134589
2101-2-25,344874.0,1026135,134623
2101-3-25,344952.0,1026423,134658
2101-4-25,345030.0,1026711,134693
2101-5-25,345108.0,1026999,134728
2101-6-25,345186.0,1027287,134763
2101-7-25,345264.0,1027575,134798
2101-8-25,345342.0,1027863,134832
2101-9-25,345420.0,1028151,134867
2101-10-25,345498.0,1028439,134902
2101-11-25,345576.0,1028727,134937
2101-12-25,345654.0,1029015,134972
2102-1-25,345732.0,1029303,135006
2102-2-25,345810.0,1029591,135041
2102-3-25,345888.0,1029879,135076
2102-4-25,345966.0,1030167,135111
2102-5-25,346044.0,1030455,135146
2102-6-25,346122.0,1030743,135180
2102-7-25,346200.0,1031031,135215
2102-8-25,346278.0,1031319,135250
2102-9-25,346356.0,1031607,135285
2102-10-25,346434.0,1031894,135320
2102-11-25,346512.0,1032181,135354
2102-12-25,346590.0,1032468,135389
2103-1-25,346668.0,1032755,135424
2103-2-25,346746.0,1033042,135458
2103-3-25,346824.0,1033329,135493
2103-4-25,346902.0,1033616,135528
2103-5-25,346980.0,1033903,135563
2103-6-25,347058.0,1034190,135597
2103-7-25,347136.0,1034477,135632
2103-8-25,347214.0,1034764,135667
2103-9-25,347292.0,1035051,135702
2103-10-25,347370.0,1035338,135736
2103-11-25,347448.0,1035625,135771
2103-12-25,347526.0,1035912,135806
2104-1-25,347604.0,1036199,135840
2104-2-25,347682.0,1036486,135875
2104-3-25,347760.0,1036773,135910
2104-4-25,347838.0,1037060,135945
2104-5-25,347916.0,1037347,135979
2104-6-25,347994.0,1037634,136014
2104-7-25,348072.0,1037921,136049
2104-8-25,348150.0,1038208,136084
2104-9-25,348228.0,1038495,136118
2104-10-25,348306.0,1038782,136153
2104-11-25,348384.0,1039069,136188
2104-12-25,348462.0,1039356,136223
2105-1-25,348540.0,1039643,136257
2105-2-25,348618.0,1039930,136292
2105-3-25,348696.0,1040217,136327
2105-4-25,348774.0,1040504,136362
2105-5-25,348852.0,1040791,136396
2105-6-25,348930.0,1041078,136431
2105-7-25,349008.0,1041365,136466
2105-8-25,349086.0,1041652,136500
2105-9-25,349164.0,1041939,136535
2105-10-25,349242.0,1042226,136570
2105-11-25,349320.0,1042513,136605
2105-12-25,349398.0,1042800,136639
2106-1-25,349476.0,1043087,136674
2106-2-25,349554.0,1043374,136709
2106-3-25,349632.0,1043661,136744
2106-4-25,349710.0,1043948,136778
2106-5-25,349788.0,1044235,136813
2106-6-25,349866.0,1044522,136848
2106-7-25,349944.0,1044809,136882
2106-8-25,350022.0,1045096,136917
2106-9-25,350100.0,1045383,136952
2106-10-25,350178.0,1045670,136987
2106-11-25,350256.0,1045957,137021
2106-12-25,350334.0,1046244,137056
2107-1-25,350412.0,1046531,137091
2107-2-25,350490.0,1046818,137126
2107-3-25,350568.0,1047105,137160
2107-4-25,350646.0,1047392,137195
2107-5-25,350724.0,1047679,137230
2107-6-25,350802.0,1047966,137265
2107-7-25,350880.0,1048253,137299
2107-8-25,350959.0,1048540,137334
2107-9-25,351038.0,1048827,137369
2107-10-25,351117.0,1049114,137404
2107-11-25,351196.0,1049401,137439
2107-12-25,351275.0,1049688,137474
2108-1-25,351354.0,1049975,137509
2108-2-25,351433.0,1050262,137544
2108-3-25,351512.0,1050549,137579
2108-4-25,351591.0,1050836,137614
2108-5-25,351670.0,1051123,137648
2108-6-25,351749.0,1051410,137683
2108-7-25,351828.0,1051697,137718
2108-8-25,351907.0,1051984,137753
2108-9-25,351986.0,1052271,137788
2108-10-25,352065.0,1052558,137823
2108-11-25,352144.0,1052845,137858
2108-12-25,352223.0,1053132,137893
2109-1-25,352302.0,1053419,137928
2109-2-25,352381.0,1053706,137963
2109-3-25,352460.0,1053993,137998
2109-4-25,352539.0,1054280,138033
2109-5-25,352618.0,1054567,138068
2109-6-25,352697.0,1054854,138103
2109-7-25,352776.0,1055141,138138
2109-8-25,352855.0,1055428,138172
2109-9-25,352934.0,1055715,138207
2109-10-25,353013.0,1056002,138242
2109-11-25,353092.0,1056289,138277
2109-12-25,353171.0,1056576,138312
2110-1-25,353250.0,1056863,138347
2110-2-25,353329.0,1057150,138382
2110-3-25,353408.0,1057437,138417
2110-4-25,353487.0,1057724,138452
2110-5-25,353566.0,1058011,138487
2110-6-25,353645.0,1058298,138522
2110-7-25,353724.0,1058585,138557
2110-8-25,353803.0,1058872,138592
2110-9-25,353882.0,1059159,138627
2110-10-25,353961.0,1059446,138662
2110-11-25,354040.0,1059733,138696
2110-12-25,354119.0,1060020,138731
2111-1-25,354198.0,1060307,138766
2111-2-25,354277.0,1060594,138801
2111-3-25,354356.0,1060881,138836
2111-4-25,354435.0,1061168,138871
2111-5-25,354514.0,1061455,138906
2111-6-25,354593.0,1061742,138941
2111-7-25,354672.0,1062029,138976
2111-8-25,354751.0,1062316,139011
2111-9-25,354830.0,1062603,139046
2111-10-25,354909.0,1062890,139081
2111-11-25,354988.0,1063177,139116
2111-12-25,355067.0,1063464,139151
2112-1-25,355146.0,1063751,139186
2112-2-25,355225.0,1064038,139220
2112-3-25,355304.0,1064325,139255
2112-4-25,355383.0,1064612,139290
2112-5-25,355462.0,1064899,139325
2112-6-25,355541.0,1065186,139360
2112-7-25,355620.0,1065473,139395
2112-8-25,355699.0,1065760,139430
2112-9-25,355778.0,1066047,139465
2112-10-25,355857.0,1066334,139500
2112-11-25,355936.0,1066621,139535
2112-12-25,356015.0,1066908,139570
2113-1-25,356094.0,1067195,139605
2113-2-25,356173.0,1067482,139640
2113-3-25,356252.0,1067769,139675
2113-4-25,356331.0,1068056,139710
2113-5-25,356410.0,1068343,139744
2113-6-25,356489.0,1068630,139779
2113-7-25,356568.0,1068917,139814
2113-8-25,356647.0,1069204,139849
2113-9-25,356726.0,1069491,139884
2113-10-25,356805.0,1069778,139919
2113-11-25,356884.0,1070065,139954
2113-12-25,356963.0,1070352,139989
2114-1-25,357042.0,1070639,140024
2114-2-25,357121.0,1070926,140059
2114-3-25,357200.0,1071213,140094
2114-4-25,357279.0,1071500,140129
2114-5-25,357358.0,1071787,140164
2114-6-25,357437.0,1072074,140199
2114-7-25,357516.0,1072361,140233
2114-8-25,357595.0,1072648,140268
2114-9-25,357674.0,1072935,140303
2114-10-25,357753.0,1073222,140338
2114-11-25,357832.0,1073509,140373
2114-12-25,357911.0,1073796,140408
2115-1-25,357990.0,1074083,140443
2115-2-25,358069.0,1074370,140478
2115-3-25,358148.0,1074657,140513
2115-4-25,358227.0,1074944,140548
2115-5-25,358306.0,1075231,140583
2115-6-25,358385.0,1075518,140618
2115-7-25,358464.0,1075805,140653
2115-8-25,358543.0,1076092,140688
2115-9-25,358622.0,1076379,140723
2115-10-25,358701.0,1076666,140758
2115-11-25,358780.0,1076953,140792
2115-12-25,358859.0,1077240,140827
2116-1-25,358938.0,1077527,140862
2116-2-25,359017.0,1077814,140897
2116-3-25,359096.0,1078101,140932
2116-4-25,359175.0,1078388,140967
2116-5-25,359254.0,1078675,141002
2116-6-25,359333.0,1078962,141037
2116-7-25,359412.0,1079249,141072
2116-8-25,359491.0,1079536,141107
2116-9-25,359570.0,1079823,141142
2116-10-25,359649.0,1080110,141177
2116-11-25,359728.0,1080397,141212
2116-12-25,359807.0,1080684,141247
2117-1-25,359886.0,1080971,141282
2117-2-25,359965.0,1081258,141316
2117-3-25,360044.0,1081545,141351
2117-4-25,360123.0,1081832,141386
2117-5-25,360202.0,1082119,141421
2117-6-25,360281.0,1082406,141456
2117-7-25,360360.0,1082693,141491
2117-8-25,360439.0,1082980,141526
2117-9-25,360518.0,1083267,141561
2117-10-25,360597.0,1083554,141596
2117-11-25,360676.0,1083841,141631
2117-12-25,360755.0,1084128,141666
2118-1-25,360834.0,1084415,141701
2118-2-25,360913.0,1084702,141736
2118-3-25,360992.0,1084989,141771
2118-4-25,361071.0,1085276,141806
2118-5-25,361150.0,1085563,141840
2118-6-25,361229.0,1085850,141875
2118-7-25,361308.0,1086137,141910
2118-8-25,361387.0,1086424,141945
2118-9-25,361466.0,1086711,141980
2118-10-25,361545.0,1086998,142015
2118-11-25,361624.0,1087285,142050
2118-12-25,361703.0,1087572,142085
2119-1-25,361782.0,1087858,142120
2119-2-25,361861.0,1088144,142155
2119-3-25,361940.0,1088430,142190
2119-4-25,362019.0,1088716,142224
2119-5-25,362098.0,1089002,142259
2119-6-25,362177.0,1089288,142294
2119-7-25,362256.0,1089574,142329
2119-8-25,362335.0,1089860,142364
2119-9-25,362414.0,1090146,142399
2119-10-25,362493.0,1090432,142434
2119-11-25,362572.0,1090718,142469
2119-12-25,362651.0,1091004,142503
2120-1-25,362730.0,1091290,142538
2120-2-25,362809.0,1091576,142573
2120-3-25,362888.0,1091862,142608
2120-4-25,362967.0,1092148,142643
2120-5-25,363046.0,1092434,142678
2120-6-25,363125.0,1092720,142713
2120-7-25,363204.0,1093006,142748
2120-8-25,363283.0,1093292,142782
2120-9-25,363362.0,1093578,142817
2120-10-25,363441.0,1093864,142852
